@relation Water-quality

@attribute std_temp numeric
@attribute std_pH numeric
@attribute conduct numeric
@attribute o2 numeric
@attribute o2sat numeric
@attribute co2 numeric
@attribute hardness numeric
@attribute no2 numeric
@attribute no3 numeric
@attribute nh4 numeric
@attribute po4 numeric
@attribute cl numeric
@attribute sio2 numeric
@attribute kmno4 numeric
@attribute k2cr2o7 numeric
@attribute bod numeric
@attribute 25400 {0,1}
@attribute 29600 {0,1}
@attribute 30400 {0,1}
@attribute 33400 {0,1}
@attribute 17300 {0,1}
@attribute 19400 {0,1}
@attribute 34500 {0,1}
@attribute 38100 {0,1}
@attribute 49700 {0,1}
@attribute 50390 {0,1}
@attribute 55800 {0,1}
@attribute 57500 {0,1}
@attribute 59300 {0,1}
@attribute 37880 {0,1}

@data
4.051733,24.322611,6.20664,3.479622,4.291014,0,7.250485,1.612188,1.963405,4.396171,0.568381,4.544221,3.08408,1.702642,1.534964,1.51369,0,1,1,1,1,1,0,0,0,0,0,0,0,1
4.363405,23.421773,9.477205,2.112628,2.679658,2.059,8.314415,2.82133,1.503232,4.379295,2.631395,3.478037,1.628671,1.013477,1.44411,0.814383,0,0,0,1,1,1,0,1,0,0,0,0,0,0
3.058279,22.520936,6.234514,2.816837,3.147041,0.699283,7.605129,2.706173,2.116796,1.0674,1.494632,3.250308,2.529639,1.108069,1.625819,1.035682,0,0,0,1,1,1,0,1,0,0,0,0,0,0
4.266007,23.121494,8.687438,2.2369,2.813196,0.81583,7.999177,3.569846,1.625945,1.826816,2.968214,2.794851,2.113808,1.729668,1.640164,0.929459,0,0,0,1,1,1,0,0,0,0,0,0,0,1
3.837459,22.520936,6.215932,2.609717,3.151492,0.699283,7.092866,5.29719,2.331544,0.37127,1.747246,3.550496,2.841512,0.918886,1.39151,0.681603,0,0,0,1,0,1,1,1,0,0,0,0,0,0
3.856938,25.523727,2.462215,5.716522,6.921709,0,3.861671,0.172734,1.043059,0.067504,0.042102,0.351944,0.13861,0.405391,0.358637,0.469155,1,1,0,1,1,0,0,1,1,0,1,0,0,0
4.246528,25.824007,2.276388,6.172187,7.745192,0,3.822267,0.172734,0.85899,0.067504,0.042102,0.351944,0.13861,0.432417,0.430364,0.681603,1,1,1,1,1,0,1,1,1,0,0,0,1,0
4.714036,25.523727,3.30773,5.840795,7.633911,0,4.452744,0.115156,0.613564,0.050628,0.084205,0.372647,0.069305,0.378365,0.482964,0.433747,1,0,1,1,0,1,0,0,1,0,1,0,0,0
1.986908,24.62289,3.149777,4.390952,4.339978,0,4.767982,0.115156,1.748658,0.046409,0.18946,0.300188,0.485136,0.283774,0.325164,0.106224,1,0,0,1,1,1,0,0,1,0,1,1,0,0
3.506308,24.62289,3.391353,3.479622,4.068451,0,5.24084,1.381876,1.472554,0.105474,1.052558,0.403701,0.970272,0.499982,0.468618,0.336375,1,0,1,1,0,1,0,0,0,0,1,0,0,1
1.616797,23.421773,2.378593,5.053737,4.771751,0,3.388814,0,1.994083,0.088598,0.042102,0.227729,0.346526,0.283774,0.253436,0.159336,0,1,1,1,1,1,0,1,0,1,0,1,0,0
1.558359,25.223448,2.750248,5.59225,5.239133,0,3.428219,0.057578,0.85899,0.063285,0.042102,0.248431,0.173263,0.3108,0.358637,0.17704,1,0,0,1,0,0,0,0,0,0,1,1,1,0
2.357018,25.523727,2.824579,5.260858,5.434988,0,3.704052,0.172734,2.270187,0.050628,0.105256,0.414052,0.242568,0.364852,0.320382,0.17704,0,1,0,1,1,1,0,0,0,1,1,0,1,0
2.882964,24.62289,3.251982,4.018135,4.406747,0,4.17691,0.345469,1.441876,0.080161,0.336819,0.496862,0.831662,0.351339,0.176927,0.239004,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.551813,24.62289,2.044103,3.313926,3.503141,0,3.231194,0.575782,1.625945,0.088598,0.210512,0.776347,0.762357,0.878347,1.23371,1.841213,1,0,0,1,1,1,0,0,1,0,0,0,0,0
2.766087,22.821215,2.759539,1.864083,2.016421,1.359717,3.546433,0.230313,0.460173,0.046409,0.484177,1.221453,0.450484,1.081043,1.415419,1.053386,0,0,0,1,0,1,0,0,0,0,0,0,1,1
3.116718,24.62289,2.42505,4.183832,4.70053,0,3.428219,0.057578,0.797633,0.029533,0.021051,0.113864,0.866315,0.189182,0.196055,0.04426,1,0,0,1,1,0,0,0,0,0,1,0,1,0
1.246687,24.022332,2.313553,4.4738,4.023939,0.271943,3.428219,0.403047,1.227128,0.118131,0.294716,0.672834,0.831662,0.635112,0.511655,0.619639,1,0,0,1,1,1,0,1,0,0,1,1,0,0
3.584225,21.01954,3.261274,0.869906,1.02379,5.477716,3.940481,0.345469,0.061356,1.337415,0.35787,1.242156,1.871239,4.202553,2.300056,3.92143,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2.025867,25.523727,2.750248,4.888041,4.851873,0,3.782862,0.115156,1.012381,0.033752,0.042102,0.47616,0.415831,0.378365,0.3682,0.194744,1,0,0,1,1,1,0,0,0,0,1,1,0,0
2.376497,25.523727,3.270565,5.840795,6.049262,0,3.861671,0.115156,1.043059,0.033752,0.042102,0.724591,1.108883,0.499982,0.263,0.398339,1,0,0,1,1,1,0,0,1,0,1,1,0,0
2.941402,24.322611,3.800173,4.763769,5.256938,0,3.625243,0.115156,0.981703,0.080161,0.021051,0.403701,1.108883,0.378365,0.3156,0.159336,1,1,0,1,1,1,0,0,1,1,0,0,1,1
3.253074,23.421773,2.740956,3.645319,4.157477,0.699283,2.955361,0.460625,3.098499,0.097036,0.315767,0.776347,3.188038,0.851321,0.707709,0.247856,1,1,0,0,1,0,1,0,1,1,1,0,1,1
3.759541,24.022332,2.657334,3.231078,3.877047,0,3.03417,6.966957,1.932727,0.147664,0.210512,0.817753,2.633596,0.918886,0.7364,0.416043,1,1,0,0,1,1,1,1,1,1,1,1,0,0
0.506467,23.121494,2.796705,6.089339,4.958703,0.155396,3.19179,0.287891,2.454257,0.160321,0.126307,1.045481,3.08408,0.716191,0.535564,0.212448,0,1,0,0,1,1,0,1,1,0,1,0,0,0
1.071372,23.421773,2.963949,4.680921,4.117415,0,3.349409,0.403047,3.037143,0.185635,0.294716,1.148994,2.737554,0.864834,0.463837,0.300968,0,1,0,0,0,0,0,1,1,1,0,0,1,1
0.7597,24.62289,3.094029,5.343706,4.504675,0.42734,3.585838,0.287891,2.300866,0.156102,0.18946,1.366372,2.668249,0.810782,0.583382,0.239004,0,1,0,0,0,1,0,0,1,1,1,0,1,0
3.623184,24.322611,2.685208,3.562471,4.215343,0.155396,3.11298,0.575782,1.595267,0.118131,0.084205,0.859158,2.217765,0.986451,0.363418,0.239004,1,1,0,0,1,1,1,1,0,0,1,0,0,0
4.012774,22.821215,3.447101,2.858261,3.512044,0,3.625243,0.863672,2.024762,0.156102,0.842046,1.449182,2.564291,1.094556,0.745964,0.442599,1,1,1,0,1,1,1,1,1,0,0,1,0,1
0.623344,23.421773,2.824579,5.467978,4.526931,0.155396,3.585838,0.287891,3.343925,0.071723,0.084205,1.200751,3.22269,0.689165,0.425582,0.106224,0,1,0,0,1,1,0,0,1,1,0,0,0,1
4.636118,24.322611,3.335605,4.722345,6.129385,0,3.704052,0.460625,2.607648,0.084379,0.421023,1.5941,2.460333,1.108069,0.827255,0.318671,1,1,1,0,1,0,1,1,1,0,0,0,1,0
4.246528,23.722053,3.028989,3.438198,4.313271,0,3.743457,0.345469,2.423578,0.506277,0.252614,1.418128,2.321723,1.283738,0.698146,0.292116,1,1,0,0,0,1,1,1,1,0,0,0,0,0
2.084305,22.520936,4.915139,1.905507,1.905139,4.117999,4.610363,0.403047,0.52153,2.236056,0.9052,2.929418,3.361301,1.20266,1.740583,1.212722,0,1,1,0,1,1,1,1,0,0,0,0,0,1
0.876577,22.520936,3.121903,3.976711,3.405214,2.059,3.822267,0.403047,2.945108,0.303766,0.021051,2.080611,4.366225,1.499947,1.200237,0.708159,0,1,0,0,1,1,1,1,0,0,0,0,0,1
1.811592,24.022332,2.490089,4.142408,4.006134,0,3.231194,0.172734,1.319163,0.113912,0.063153,0.393349,2.252418,0.432417,0.372982,0.08852,1,1,0,0,1,1,0,0,1,0,1,0,0,0
0.701262,24.322611,2.527255,5.467978,4.575895,0,3.310004,0.172734,1.564589,0.084379,0.084205,0.776347,1.282146,0.256748,0.119546,0.194744,0,1,0,0,1,1,0,0,1,1,1,0,0,0
3.701102,24.62289,1.867567,3.811015,4.544736,0,2.718932,0.172734,1.135094,0.12235,0.021051,0.289836,1.975197,0.364852,0.239091,0.17704,0,1,0,0,1,0,0,0,1,1,0,0,0,0
4.129651,24.022332,1.941898,3.603895,4.473516,0,2.521908,0.287891,0.828312,0.054847,0.042102,0.310539,1.316798,0.324313,0.325164,0.150484,1,1,0,0,1,1,0,0,1,0,1,1,0,0
3.954336,24.923169,1.867567,3.852439,4.704982,0,2.364289,0.115156,1.135094,0.054847,0.042102,0.279485,1.490061,0.351339,0.205618,0.17704,0,1,1,0,1,1,0,1,1,0,0,0,0,1
1.227208,24.923169,2.378593,4.680921,4.201989,0,3.073575,0.115156,1.472554,0.088598,0.063153,0.403701,1.732629,0.337826,0.487746,0.079668,0,1,1,0,1,0,0,0,1,0,1,0,0,0
3.934856,24.62289,2.02552,4.100984,4.998765,0,2.521908,0.172734,0.981703,0.118131,0.021051,0.269134,1.732629,0.391878,0.272564,0.2213,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.266167,23.722053,2.880327,6.420732,5.791089,0,3.704052,0.230313,2.975786,0.139226,0.168409,0.745294,1.975197,0.378365,0.3156,0.362931,0,1,1,0,1,1,0,1,1,0,1,0,0,0
0.701262,24.322611,2.648043,5.550826,4.642664,0,3.310004,0.172734,2.546291,0.088598,0.084205,0.734942,1.386103,0.351339,0.215182,0.230152,0,1,0,0,1,1,0,1,1,0,0,0,0,1
4.246528,25.523727,1.969772,4.059559,5.092241,0,2.600718,0.172734,1.257806,0.088598,0.042102,0.341593,1.351451,0.405391,0.602509,0.230152,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3.350472,25.824007,1.941898,5.219434,6.009201,0,2.876551,0.172734,0.766955,0.092817,0.042102,0.289836,0.797009,0.364852,0.482964,0.371783,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1.422002,24.923169,2.471506,4.598072,4.233148,0,3.19179,0.172734,1.71798,0.092817,0.084205,0.465808,1.801934,0.378365,0.349073,0.159336,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3.817979,24.62289,2.034812,3.603895,4.34443,0,2.403693,0.287891,1.073737,0.063285,0.042102,0.310539,1.490061,0.378365,0.502091,0.30982,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4.266007,24.923169,2.480798,4.183832,5.256938,0,2.718932,0.172734,1.135094,0.57378,0.021051,0.372647,1.524714,0.378365,0.301255,0.26556,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.714195,24.022332,2.517963,4.308104,4.117415,0,3.270599,0.230313,1.257806,0.168759,0.126307,0.310539,2.910817,0.689165,0.741182,0.239004,0,1,1,0,1,0,0,0,0,1,1,1,1,0
1.227208,24.322611,2.89891,4.846617,4.348881,0,3.861671,0.172734,1.319163,0.265795,0.294716,0.47616,2.252418,0.499982,0.5786,0.256708,0,1,0,0,0,1,0,0,1,1,1,0,0,1
0.896056,25.223448,2.815287,6.29646,5.408281,0,3.546433,0.115156,1.227128,0.139226,0.18946,0.734942,1.801934,0.337826,0.253436,0.336375,0,1,0,0,0,1,0,0,1,1,1,0,0,0
2.960882,24.322611,3.056863,4.059559,4.48687,0,4.019291,0.403047,1.19645,0.130788,0.505228,0.351944,2.113808,0.58106,0.267782,0.345227,0,1,1,0,0,1,0,0,1,0,1,1,0,0
1.772633,24.022332,2.480798,4.515224,4.34443,0,3.19179,0.287891,1.656623,0.232044,0.18946,0.362295,3.22269,0.689165,0.755528,0.283264,0,1,0,0,0,1,0,1,0,1,1,0,0,1
0.973974,25.824007,2.592294,7.083517,6.14719,0,3.428219,0.115156,1.625945,0.097036,0.168409,0.745294,1.455408,0.3108,0.291691,0.460303,0,1,0,0,0,1,0,0,1,1,1,0,0,0
1.266167,23.722053,1.607408,5.095161,4.598151,0,2.876551,0.172734,1.932727,0.20673,0.126307,0.341593,2.702901,0.297287,0.258218,0.407191,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.525946,25.223448,2.387884,6.50358,5.310353,0,2.915956,0.172734,2.607648,0.092817,0.231563,0.931617,2.529639,0.351339,0.722055,0.460303,0,1,0,0,0,1,0,1,0,1,1,0,1,0
1.266167,23.421773,1.48662,5.17801,4.669372,0.271943,2.482503,0.172734,2.607648,0.143445,0.105256,0.331242,2.910817,0.270261,0.3682,0.168188,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0.993454,24.022332,3.038281,5.219434,4.540285,0.310792,3.861671,0.230313,2.576969,0.113912,0.126307,0.71424,3.118732,0.486469,0.506873,0.185892,0,1,1,0,1,1,0,0,1,1,1,0,1,0
2.103785,26.124286,2.053394,5.012313,5.025472,0,3.270599,0.172734,0.828312,0.029533,0.021051,0.258782,0.450484,0.189182,0.272564,0.150484,1,1,0,0,1,1,1,0,1,0,1,1,1,0
2.882964,25.523727,2.805996,4.556648,4.994314,0,3.704052,0.230313,1.012381,0.059066,0.021051,0.227729,0.762357,0.229722,0.153018,0.097372,1,1,0,0,0,1,1,0,1,0,1,1,1,0
1.675236,24.923169,2.555129,4.722345,4.491321,0,3.507028,0.230313,1.165772,0.101255,0.063153,0.372647,0.693052,0.162156,0.172146,0.070816,1,1,0,0,0,0,0,0,1,1,1,0,1,0
2.610251,24.62289,2.573712,4.432376,4.713884,0,3.467623,0.172734,0.951024,0.029533,0.021051,0.424403,0.727704,0.256748,0.129109,0.106224,1,1,1,0,1,0,1,0,1,0,1,0,1,0
2.64921,25.223448,1.245045,4.598072,4.90974,0,1.970241,0.287891,0.644242,0.029533,0.021051,0.113864,0.207915,0.337826,0.277346,0.097372,0,1,1,0,0,1,0,0,0,0,0,0,1,0
2.162223,25.523727,1.579534,4.598072,4.642664,0,2.246074,0.057578,0.582886,0.088598,0.042102,0.08281,0.207915,0.256748,0.277346,0.035408,0,1,1,0,0,0,0,0,1,1,1,0,0,0
0.818138,24.322611,1.393707,5.550826,4.718335,0,2.04905,0.057578,0.490851,0.088598,0.021051,0.186323,0.311873,0.337826,0.277346,0.097372,0,1,0,0,0,0,0,1,0,1,1,1,1,0
3.856938,24.62289,1.458746,3.893863,4.713884,0,1.891431,0.057578,0.552208,0.029533,0.021051,0.207026,0.103958,0.202695,0.1578,0.035408,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1.402523,25.223448,2.397175,5.302282,4.869678,0,3.388814,0.057578,0.889668,0.029533,0.126307,0.186323,0.623746,0.229722,0.114764,0.13278,0,1,0,0,1,1,0,1,0,1,1,1,0,0
3.545266,25.824007,2.406467,5.053737,5.933529,0,3.231194,0.057578,0.797633,0.046409,0.084205,0.134567,0.485136,0.283774,0.267782,0.106224,1,1,0,0,0,1,0,0,0,0,1,1,1,0
0.467508,25.523727,2.118434,6.793548,5.506208,0,3.388814,0.115156,0.766955,0.080161,0.021051,0.217377,0.311873,0.229722,0.272564,0.30982,1,1,0,0,0,0,0,1,0,0,1,1,0,0
4.694556,25.223448,2.452924,4.556648,5.946883,0,3.310004,0.057578,0.092035,0.04219,0.042102,0.217377,0.207915,0.324313,0.167364,0.13278,1,1,0,0,0,0,0,0,1,1,1,0,1,0
0.662303,24.022332,2.601586,4.888041,4.068451,0,3.743457,0.057578,0.306782,0.118131,0.021051,0.289836,0.415831,0.324313,0.459055,0.212448,1,1,0,0,0,0,0,0,0,0,1,0,1,0
4.714036,24.62289,2.508672,4.225256,5.519562,0,3.349409,0.057578,0.092035,0.029533,0.021051,0.382998,0.103958,0.432417,0.272564,0.08852,1,1,0,0,0,1,0,0,1,0,1,0,1,0
3.42839,25.824007,2.638751,5.17801,6.009201,0,3.546433,0.115156,1.135094,0.050628,0.084205,0.165621,0.450484,0.256748,0.253436,0.141632,1,1,0,0,0,0,0,0,1,1,1,0,1,0
3.077759,25.523727,2.555129,4.515224,5.05218,0,3.349409,0.115156,0.920346,0.067504,0.063153,0.207026,0.727704,0.256748,0.234309,0.123928,0,1,0,0,0,1,1,0,1,1,1,1,1,0
1.811592,26.124286,2.545837,5.426554,5.248035,0,3.585838,0.172734,1.19645,0.067504,0.063153,0.341593,0.658399,0.283774,0.306036,0.141632,0,1,0,0,0,1,0,0,0,1,1,1,0,0
0.428549,25.523727,2.601586,6.834973,5.51066,0,4.019291,0.115156,1.625945,0.088598,0.021051,0.341593,0.554441,0.175669,0.358637,0.336375,0,1,0,0,0,0,0,0,0,1,1,1,1,0
0.896056,24.923169,3.131194,5.095161,4.375588,0,3.861671,0.115156,1.994083,0.054847,0.021051,0.279485,1.07423,0.216209,0.205618,0.123928,0,1,0,0,1,0,0,1,1,1,1,0,0,0
3.467349,24.322611,2.982532,4.308104,5.021021,0,3.901076,0.230313,2.05544,0.029533,0.021051,0.486511,0.866315,0.378365,0.377764,0.141632,1,1,1,0,1,1,0,1,0,0,0,0,0,0
3.311513,24.923169,1.848984,4.308104,4.940898,0,3.467623,0.172734,1.779336,0.029533,0.063153,0.258782,0.727704,0.270261,0.406455,0.17704,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3.116718,23.121494,3.493558,3.686743,4.144123,0,4.0981,0.172734,2.05544,0.118131,0.063153,0.372647,0.866315,0.337826,0.215182,0.115076,1,1,0,0,0,1,0,0,1,1,0,0,0,0
0.623344,24.022332,2.908201,5.302282,4.388942,0,4.373934,0.230313,2.761039,0.063285,0.021051,0.538268,0.450484,0.270261,0.306036,0.380635,1,1,0,0,0,1,0,0,1,1,1,1,0,0
2.532333,24.022332,2.713082,3.603895,3.796925,0.155396,4.137505,0.345469,2.270187,0.084379,0.273665,0.693537,1.004925,0.432417,0.526,0.433747,1,1,1,0,1,1,0,1,1,0,0,0,1,1
0.935015,23.722053,3.214817,4.100984,3.538752,0.42734,4.965006,0.230313,3.067821,0.202511,0.273665,0.869509,0.693052,0.486469,0.808128,0.371783,1,1,0,0,0,1,0,1,1,0,1,0,0,0
2.746608,24.022332,2.657334,3.272502,3.5343,0.155396,4.019291,0.460625,1.994083,0.135007,0.778893,0.455457,0.93562,0.337826,0.277346,0.2213,1,1,1,0,0,0,0,1,1,0,0,0,0,1
1.675236,24.022332,3.261274,4.308104,4.095159,0,4.413339,0.460625,2.270187,0.185635,0.147358,0.662483,1.004925,0.716191,0.530782,0.380635,0,1,0,0,0,1,0,1,1,1,0,0,0,1
3.077759,24.022332,2.685208,3.521046,3.939365,0.155396,4.137505,0.518203,2.086118,0.139226,0.126307,0.55897,1.07423,0.675652,0.827255,0.300968,1,1,1,0,0,0,1,1,1,0,0,0,0,1
1.051892,24.322611,3.558598,5.219434,4.575895,0,5.083221,0.575782,2.822395,0.320642,0.378921,1.097238,0.589094,0.864834,0.669455,0.345227,0,1,0,0,0,1,0,0,1,1,1,0,0,0
4.324446,25.523727,3.920961,4.929465,6.227312,0,4.886197,0.172734,1.53391,0.088598,1.052558,0.95232,0.727704,0.58106,0.526,0.292116,1,1,0,0,0,0,1,0,1,0,1,0,0,0
4.246528,23.421773,3.567889,3.272502,4.104062,0.699283,4.25572,0.92125,1.994083,0.113912,0.442074,0.776347,1.455408,0.918886,1.018528,0.239004,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3.467349,24.022332,3.140486,3.645319,4.246502,0,4.295124,0.863672,2.208831,0.075942,0.863098,0.71424,1.143535,0.432417,0.731619,0.247856,1,1,1,0,0,1,1,1,1,0,0,0,0,1
1.402523,25.523727,3.224108,4.970889,4.562541,0,4.492148,0.115156,0.920346,0.029533,0.105256,0.227729,1.108883,0.229722,0.138673,0.17704,1,1,0,0,0,0,0,0,1,1,1,1,0,0
2.532333,25.223448,2.313553,4.142408,4.366686,0,3.664647,0.345469,1.288485,0.054847,0.084205,0.227729,0.970272,0.351339,0.382546,0.247856,1,1,0,0,1,0,0,0,1,0,1,1,0,0
2.824525,24.62289,2.889618,4.308104,4.691628,0,4.295124,0.287891,3.681385,0.059066,0.147358,0.538268,1.386103,0.472956,0.310818,0.115076,1,1,1,0,1,1,1,1,1,0,1,1,1,1
2.571292,24.322611,2.062686,4.26668,4.518029,0,3.704052,0.172734,2.73036,0.029533,0.084205,0.372647,1.628671,0.527008,0.449491,0.141632,1,1,0,0,0,0,0,0,1,0,1,0,1,1
1.49992,24.62289,3.121903,4.763769,4.429004,0,4.216315,0.172734,3.25189,0.105474,0.168409,0.47616,1.316798,0.270261,0.301255,0.106224,0,1,0,0,0,1,0,0,1,1,1,1,1,0
2.571292,24.322611,3.159068,5.095161,5.394927,0,4.452744,0,0.889668,0.033752,0.147358,0.227729,0.93562,0.243235,0.167364,0.061964,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1.110331,24.62289,1.449455,5.136585,4.540285,0,2.088455,0,0.736277,0.025314,0.063153,0.093162,0.242568,0.148643,0.076509,0.123928,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1.753154,24.022332,4.441279,4.018135,3.859242,0,5.083221,0.345469,3.006464,3.324551,2.7156,1.211102,1.801934,1.391842,1.506273,1.02683,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3.077759,25.223448,3.400644,4.225256,4.731689,0,4.17691,0.287891,1.472554,0.054847,0.18946,0.258782,2.044502,0.418904,0.583382,0.097372,1,1,1,0,1,0,0,1,1,0,1,1,1,1
3.155677,25.523727,3.567889,5.095161,5.751028,0,5.24084,0,0.030678,0.050628,0.126307,0.403701,0.900967,0.337826,0.344291,0.141632,1,1,1,0,1,1,1,0,1,0,1,0,1,0
1.324605,25.523727,4.134663,5.053737,4.5937,0,5.004411,0.460625,2.853073,0.130788,0.336819,0.745294,0.693052,0.472956,0.3682,0.106224,0,1,0,0,1,0,1,0,1,1,1,1,1,0
3.42839,22.821215,6.503964,1.864083,2.163312,3.418716,6.777627,0.92125,1.288485,1.189751,1.326223,1.397425,4.123657,1.094556,1.520619,0.770123,0,1,0,0,1,1,0,0,0,0,0,0,0,1
4.051733,26.424565,5.063801,2.899685,3.574362,0.699283,6.068341,0.575782,2.300866,0.324861,0.54733,0.745294,3.22269,0.75673,0.817691,0.26556,0,1,0,0,1,1,1,1,1,0,1,0,1,0
1.460961,24.322611,2.09056,5.095161,4.713884,0,2.994766,0,1.165772,0.101255,0.021051,0.217377,0.693052,0.229722,0.1578,0.079668,0,1,0,0,0,0,1,0,0,1,1,1,1,0
1.441482,24.62289,2.118434,5.343706,4.931996,0,3.310004,0.057578,1.319163,0.054847,0.042102,0.289836,0.415831,0.229722,0.372982,0.150484,0,1,0,0,0,1,0,0,1,0,1,1,1,0
2.727128,24.923169,2.675917,4.846617,5.221328,0,3.507028,0.057578,1.104415,0.029533,0.084205,0.23808,0.658399,0.324313,0.1578,0.13278,1,1,0,0,1,0,1,0,1,1,1,0,0,0
1.5194,24.62289,2.192765,5.426554,5.056631,0,3.467623,0.057578,1.319163,0.088598,0.063153,0.23808,0.450484,0.256748,0.396891,0.13278,1,1,0,0,1,1,1,0,1,0,1,0,1,0
1.636277,24.62289,2.620169,5.38513,5.096692,0,3.782862,0.115156,1.472554,0.071723,0.042102,0.465808,0.519789,0.337826,0.191273,0.123928,0,1,0,0,0,0,0,0,1,1,1,0,1,0
3.77902,24.923169,2.731665,3.728167,4.477967,0,3.861671,0.057578,0.889668,0.113912,0.042102,0.351944,0.485136,0.324313,0.310818,0.150484,1,1,0,0,1,0,0,0,1,1,1,0,1,0
1.714195,23.722053,2.369301,5.17801,4.949801,0,3.743457,0.057578,1.104415,0.059066,0.084205,0.414052,0.381178,0.364852,0.511655,0.185892,1,1,1,0,1,1,0,1,1,0,0,0,0,0
4.986748,24.62289,2.508672,4.556648,6.089323,0,3.349409,0.057578,0.490851,0.109693,0.105256,0.279485,0.970272,0.324313,0.286909,0.247856,1,1,0,0,0,1,1,0,1,0,0,0,0,0
3.701102,22.220657,4.506318,1.988356,2.372521,1.359717,5.004411,2.015235,0.828312,1.392261,0.652586,1.014427,0.900967,1.094556,0.903764,0.699307,1,1,1,0,1,1,0,1,0,0,0,0,0,1
3.584225,22.520936,3.614346,1.284146,1.513428,5.477716,3.822267,0.230313,0.030678,5.012141,4.673358,0.95232,1.732629,1.64859,1.1046,1.504838,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2.999841,24.62289,3.205525,5.053737,5.608587,0,4.373934,0.115156,1.135094,0.063285,0.042102,0.279485,0.727704,0.391878,0.243873,0.203596,1,1,0,0,1,0,0,1,0,1,1,0,0,0
2.532333,22.520936,3.902379,4.308104,4.540285,4.778433,4.925601,0.057578,1.963405,0.029533,0.084205,0.382998,1.594019,0.256748,0.215182,0.08852,0,1,0,0,1,0,1,0,1,1,0,1,1,0
2.142743,23.421773,3.335605,5.012313,5.047729,3.418716,4.728577,0.057578,1.871371,0.063285,0.126307,0.227729,1.21284,0.189182,0.109982,0.159336,1,1,0,0,1,0,1,0,1,1,0,0,0,0
3.77902,22.220657,4.571358,0.704209,0.845739,2.059,5.043816,3.685002,1.165772,0.940831,6.189042,1.604451,0.727704,1.391842,1.544528,2.000549,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2.103785,23.121494,3.456393,4.556648,4.566993,1.24317,4.649768,0.115156,2.116796,0.037971,0.568381,0.32089,0.762357,0.148643,0.229527,0.150484,0,1,0,0,1,0,1,0,1,0,0,0,1,0
1.480441,23.421773,3.363479,4.929465,4.571444,0.699283,4.610363,0,1.687301,0.092817,0.084205,0.414052,0.762357,0.243235,0.224746,0.185892,0,1,0,0,1,0,1,0,1,1,1,1,0,0
2.415456,24.322611,3.893087,3.396774,3.5343,0,5.634888,0.115156,0.52153,0.12235,0.084205,0.362295,0.381178,0.540521,0.439927,0.13278,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3.389431,24.322611,4.078915,3.065382,3.543203,0,5.359054,0.345469,1.779336,2.18121,1.747246,0.517565,1.004925,0.837808,0.875073,0.548823,1,1,1,0,0,1,0,1,0,0,0,0,0,1
2.2791,23.421773,3.270565,4.142408,4.242051,0.699283,4.728577,0,0.920346,0.080161,0.063153,0.248431,0.554441,0.3108,0.339509,0.035408,1,1,1,0,1,0,0,0,1,1,1,0,1,0
2.298579,23.722053,3.632929,4.018135,4.121867,0.971226,4.531553,0,0.889668,0.084379,0.084205,0.279485,0.554441,0.270261,0.186491,0.04426,0,1,0,0,1,0,1,1,1,1,1,1,1,1
3.623184,25.223448,3.781591,3.728167,4.411198,0,5.359054,0.057578,0.766955,0.059066,0.463126,0.217377,0.381178,0.432417,0.564255,0.168188,1,1,1,0,0,1,1,1,0,1,0,0,1,0
3.623184,24.62289,4.78506,3.106806,3.676741,0,5.122625,1.151563,0.214747,1.577896,0.9052,0.817753,0.762357,0.716191,0.937237,0.575379,1,1,1,0,0,0,1,1,0,0,0,0,0,1
1.558359,24.62289,2.016229,4.888041,4.580346,0,2.915956,0.172734,0.644242,0.029533,0.021051,0.072459,0.450484,0.175669,0.1578,0.212448,0,1,0,0,1,0,0,0,0,0,0,1,1,0
2.590772,25.523727,2.471506,4.805193,5.101144,0,3.507028,0.057578,1.411198,0.088598,0.042102,0.227729,1.316798,0.256748,0.133891,0.141632,0,1,0,0,1,0,0,0,1,1,1,0,0,0
2.142743,24.322611,2.062686,6.337884,6.383107,0,2.797742,0.115156,0.644242,0.080161,0.021051,0.217377,0.13861,0.324313,0.181709,0.256708,0,1,0,0,0,0,0,0,0,0,1,1,1,0
